Department,SKUID,Brand,Model,UnitsSold,AvgUnitCost,NetRevenue,COGS,AvgDailyInvCOGS,MarkupRatio,ItemTurns,VelocityTier,NoSalesHistory,IsMarkdown,MarkdownDepth,MarkdownRate
Casual Apparel,CASUAL_APPAREL_0085,Deepfreeze,Deepfreeze Series II,13,66.43,1672.17,894.75,681.72,1.8689,1.3125,Slow,False,True,0.1358,0.4522
Casual Apparel,CASUAL_APPAREL_0086,Deepfreeze,Deepfreeze Comp,0,476.17,287.66,128.9,37.7,2.2317,3.4193,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0087,Stonepath,Stonepath MAX,0,359.2,733.76,285.7,98.53,2.5683,2.8996,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0088,Rockline,Rockline Trail,1,636.11,1606.06,737.98,228.77,2.1763,3.2258,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0089,Rockline,Rockline Venture,6,619.93,10511.12,4293.07,662.0,2.4484,6.485,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0090,Stonepath,Stonepath Comp,0,281.58,212.41,110.13,20.0,1.9287,5.5067,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0091,Rockline,Rockline Xpedition,0,628.6,910.95,466.12,71.49,1.9543,6.5199,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0092,Deepfreeze,Deepfreeze Sport,0,389.77,90.2,47.51,21.13,1.8984,2.2486,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0093,Iceform,Iceform Comp,1,309.77,743.06,311.06,54.64,2.3888,5.6925,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0094,Stonepath,Stonepath Origin,2,187.93,952.11,464.05,150.04,2.0517,3.0929,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0095,Frostline,Frostline X1,0,493.01,325.14,128.24,51.27,2.5355,2.5012,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0096,Iceform,Iceform Ridge,1,290.21,662.3,350.72,127.37,1.8884,2.7536,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0097,Iceform,Iceform Signature,2,112.54,602.4,300.03,82.83,2.0078,3.6221,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0098,Stonepath,Stonepath Apex,1,616.27,1575.24,643.47,72.77,2.448,8.8427,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0099,Deepfreeze,Deepfreeze Crest,1,70.29,180.88,95.66,20.0,1.8908,4.7832,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0100,Iceform,Iceform Crest,0,634.61,165.66,76.76,20.0,2.158,3.8382,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0101,Stonepath,Stonepath Base,3,184.38,1242.98,637.45,223.86,1.9499,2.8475,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0102,Frostline,Frostline Signature,0,260.6,59.37,31.66,20.0,1.875,1.5832,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0103,Rockline,Rockline Summit,4,166.79,1713.23,721.65,244.0,2.3741,2.9576,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0104,Deepfreeze,Deepfreeze Enduro,1,543.18,1257.66,719.31,259.94,1.7484,2.7672,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0105,Stonepath,Stonepath Crest,0,105.73,127.16,54.83,20.0,2.3194,2.7413,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0106,Rockline,Rockline Foundation,3,30.03,199.86,113.41,20.0,1.7622,5.6706,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0107,Deepfreeze,Deepfreeze Summit,0,497.79,93.16,58.91,20.0,1.5813,2.9455,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0108,Deepfreeze,Deepfreeze Sport,0,453.57,126.75,66.31,20.0,1.9113,3.3157,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0109,Iceform,Iceform Team,1,173.4,723.31,285.65,239.27,2.5321,1.1938,Slow,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0110,Iceform,Iceform MAX,57,18.92,2082.55,1079.14,295.93,1.9298,3.6467,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0111,Stonepath,Stonepath Ascent,0,153.68,86.07,39.78,20.0,2.1636,1.9892,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0112,Iceform,Iceform Signature,1,152.32,368.67,192.92,69.92,1.911,2.7591,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0113,Stonepath,Stonepath Pro,5,163.67,1266.22,906.13,262.33,1.3974,3.4541,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0114,Deepfreeze,Deepfreeze Team,0,195.08,110.65,60.97,20.0,1.8149,3.0485,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0115,Stonepath,Stonepath Tour,3,342.51,2572.45,1341.66,250.58,1.9174,5.3543,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0116,Rockline,Rockline Crest,2,158.77,766.13,366.45,39.62,2.0907,9.2488,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0117,Deepfreeze,Deepfreeze Pro,0,251.84,398.37,185.29,185.87,2.1499,0.9969,Slow,True,True,0.2782,0.5941
Casual Apparel,CASUAL_APPAREL_0118,Iceform,Iceform Sport,0,255.28,91.52,38.86,22.43,2.3551,1.7326,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0119,Deepfreeze,Deepfreeze Xpedition,1,180.41,797.86,323.54,73.88,2.466,4.379,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0120,Stonepath,Stonepath Venture,4,273.2,2216.4,1282.18,396.19,1.7286,3.2363,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0121,Frostline,Frostline LTD,0,131.06,141.37,106.58,20.0,1.3264,5.3291,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0122,Deepfreeze,Deepfreeze Carbon,0,329.86,329.32,188.9,20.0,1.7434,9.4448,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0123,Iceform,Iceform Traverse,2,196.74,1117.84,464.79,80.79,2.405,5.7531,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0124,Stonepath,Stonepath Venture,7,267.82,3923.95,2136.17,1120.73,1.8369,1.906,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0125,Rockline,Rockline Signature,1,541.87,1557.55,768.31,308.4,2.0272,2.4913,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0126,Deepfreeze,Deepfreeze Carbon,0,511.0,336.01,137.0,20.0,2.4526,6.8501,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0127,Iceform,Iceform Base,1,361.39,845.62,415.37,86.1,2.0358,4.8242,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0128,Stonepath,Stonepath LTD,0,417.83,787.88,340.43,101.7,2.3144,3.3473,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0129,Iceform,Iceform Tour,1,210.23,412.89,238.48,89.26,1.7313,2.6717,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0130,Iceform,Iceform Comp,0,392.28,87.71,49.61,20.0,1.768,2.4805,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0131,Iceform,Iceform Signature,0,223.6,97.14,54.46,20.0,1.7838,2.7228,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0132,Rockline,Rockline Pro,0,555.12,355.27,177.79,73.45,1.9982,2.4205,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0133,Rockline,Rockline Comp,0,614.32,780.79,380.85,304.87,2.0501,1.2492,Slow,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0134,Frostline,Frostline Signature,0,285.93,153.69,84.81,20.0,1.8121,4.2406,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0135,Iceform,Iceform Xpedition,4,258.25,2463.83,1149.8,302.39,2.1428,3.8024,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0136,Stonepath,Stonepath Pro,0,574.39,580.32,251.44,47.16,2.308,5.3321,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0137,Deepfreeze,Deepfreeze Ascent,0,197.02,81.33,44.24,20.0,1.8383,2.2121,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0138,Iceform,Iceform Foundation,0,550.91,1178.54,497.18,146.4,2.3705,3.3959,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0139,Frostline,Frostline Ascent,0,157.22,208.63,89.03,20.0,2.3435,4.4513,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0140,Stonepath,Stonepath Crest,80,41.49,7890.09,3334.86,545.89,2.3659,6.109,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0141,Iceform,Iceform Series II,35,65.17,4147.37,2331.5,377.83,1.7788,6.1708,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0142,Rockline,Rockline Xpedition,5,422.98,4411.82,2178.02,1035.44,2.0256,2.1035,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0143,Rockline,Rockline Enduro,0,643.48,413.35,189.08,98.79,2.1861,1.914,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0144,Frostline,Frostline LTD,5,274.21,2779.94,1525.26,629.85,1.8226,2.4216,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0145,Iceform,Iceform Comp,4,590.33,6398.77,2535.51,578.91,2.5237,4.3798,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0146,Rockline,Rockline Summit,5,254.5,3435.01,1516.72,419.87,2.2648,3.6124,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0147,Stonepath,Stonepath Carbon,38,126.12,9364.58,4835.0,711.22,1.9368,6.7981,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0148,Rockline,Rockline Trail,0,260.09,256.28,112.84,20.0,2.2712,5.642,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0149,Stonepath,Stonepath Enduro,19,53.73,2187.18,1041.81,412.33,2.0994,2.5267,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0150,Deepfreeze,Deepfreeze Origin,44,28.89,2740.98,1278.42,424.92,2.144,3.0086,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0151,Iceform,Iceform Enduro,0,316.51,113.66,56.2,25.47,2.0224,2.207,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0152,Iceform,Iceform Carbon,0,585.48,533.39,252.52,92.97,2.1122,2.7161,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0153,Stonepath,Stonepath Base,12,620.47,14480.25,7754.72,1525.21,1.8673,5.0844,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0154,Stonepath,Stonepath Traverse,3,221.59,1941.24,883.79,106.32,2.1965,8.3122,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0155,Iceform,Iceform Enduro,30,77.55,3760.29,2340.79,953.54,1.6064,2.4548,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0156,Deepfreeze,Deepfreeze Base,3,265.66,1426.6,934.65,509.11,1.5264,1.8358,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0157,Rockline,Rockline LTD,4,313.38,2809.29,1334.17,390.69,2.1056,3.4149,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0158,Iceform,Iceform Sport,2,481.79,2260.02,1134.96,399.98,1.9913,2.8376,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0159,Stonepath,Stonepath Ridge,4,343.95,2838.64,1403.47,872.36,2.0226,1.6088,Moderate,False,True,0.2587,0.6835
Casual Apparel,CASUAL_APPAREL_0160,Deepfreeze,Deepfreeze Venture,3,475.41,3933.16,1507.78,580.44,2.6086,2.5976,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0161,Iceform,Iceform LTD,1,533.63,2689.91,984.81,135.97,2.7314,7.2431,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0162,Stonepath,Stonepath Team,3,506.64,2876.48,1761.13,139.15,1.6333,12.6564,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0163,Rockline,Rockline Traverse,4,426.52,3785.28,1792.38,304.0,2.1119,5.896,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0164,Rockline,Rockline Foundation,2,490.28,2158.16,1075.55,204.4,2.0066,5.2619,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0165,Frostline,Frostline X1,5,509.09,6088.55,2656.65,332.35,2.2918,7.9936,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0166,Rockline,Rockline Venture,0,473.37,97.84,46.2,20.0,2.1179,2.3098,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0167,Frostline,Frostline X1,2,375.23,1944.22,841.67,357.66,2.31,2.3533,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0168,Deepfreeze,Deepfreeze Team,0,398.37,266.66,104.39,20.0,2.5544,5.2196,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0169,Rockline,Rockline Trail,9,277.78,5534.37,2739.02,696.11,2.0206,3.9347,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0170,Stonepath,Stonepath X1,2,241.27,1056.69,692.78,471.19,1.5253,1.4703,Slow,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0171,Stonepath,Stonepath Tour,1,352.56,1217.45,666.43,193.88,1.8268,3.4373,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0172,Stonepath,Stonepath Crest,1,503.81,1290.93,571.66,254.19,2.2582,2.249,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0173,Frostline,Frostline Base,1,617.29,2018.54,987.41,311.87,2.0443,3.1661,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0174,Frostline,Frostline Enduro,16,291.19,9041.86,4778.2,984.76,1.8923,4.8521,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0175,Rockline,Rockline Comp,0,175.66,454.63,166.01,99.71,2.7385,1.6649,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0176,Stonepath,Stonepath Traverse,10,229.44,4398.47,2329.16,567.56,1.8884,4.1038,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0177,Frostline,Frostline Tour,0,214.49,85.39,54.37,20.0,1.5705,2.7185,Moderate,True,True,0.05,0.2273
Casual Apparel,CASUAL_APPAREL_0178,Deepfreeze,Deepfreeze Xpedition,3,267.02,1903.5,815.74,93.39,2.3335,8.7349,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0179,Deepfreeze,Deepfreeze Team,18,100.58,4264.7,1910.43,760.89,2.2323,2.5108,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0180,Deepfreeze,Deepfreeze Elite,4,441.75,4078.63,1945.06,455.54,2.0969,4.2698,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0181,Stonepath,Stonepath Foundation,1,228.19,757.23,284.09,60.09,2.6655,4.7274,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0182,Frostline,Frostline Enduro,0,426.56,56.36,27.44,20.0,2.0537,1.3722,Slow,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0183,Stonepath,Stonepath Enduro,4,181.84,1951.65,873.73,261.49,2.2337,3.3414,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0184,Iceform,Iceform Origin,0,414.68,757.75,290.68,44.03,2.6068,6.6013,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0185,Frostline,Frostline Origin,0,313.02,617.93,229.64,123.64,2.6909,1.8573,Moderate,True,True,0.2449,0.2221
Casual Apparel,CASUAL_APPAREL_0186,Iceform,Iceform Ridge,8,269.02,4108.49,2188.82,522.12,1.877,4.1921,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0187,Deepfreeze,Deepfreeze Apex,0,434.28,81.77,34.18,20.0,2.3923,1.7091,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0188,Iceform,Iceform Team,4,269.49,3408.73,1342.36,362.69,2.5393,3.7012,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0189,Iceform,Iceform Comp,0,392.06,283.6,144.06,31.42,1.9687,4.585,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0190,Frostline,Frostline Signature,0,142.7,50.26,21.51,20.0,2.3361,1.0757,Slow,True,True,0.211,0.3654
Casual Apparel,CASUAL_APPAREL_0191,Iceform,Iceform Elite,1,426.44,1027.94,435.01,137.96,2.363,3.1531,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0192,Frostline,Frostline Carbon,0,608.82,360.15,201.03,66.69,1.7915,3.0144,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0193,Stonepath,Stonepath Crest,0,353.29,180.6,97.11,20.0,1.8597,4.8557,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0194,Iceform,Iceform Ridge,3,398.4,3137.1,1434.71,401.87,2.1866,3.5701,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0195,Deepfreeze,Deepfreeze LTD,0,577.87,347.36,189.64,30.84,1.8317,6.1495,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0196,Deepfreeze,Deepfreeze Crest,6,294.84,3211.24,1938.95,473.21,1.6562,4.0974,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0197,Stonepath,Stonepath Team,0,319.53,722.68,293.4,51.07,2.4631,5.7454,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0198,Iceform,Iceform Apex,8,554.27,9104.3,4559.71,314.77,1.9967,14.4857,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0199,Stonepath,Stonepath Pro,4,309.57,2634.03,1545.8,447.81,1.704,3.4519,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0200,Frostline,Frostline Carbon,0,138.15,194.56,86.68,74.24,2.2445,1.1675,Slow,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0201,Iceform,Iceform Signature,0,243.12,116.97,64.58,31.67,1.8113,2.0389,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0202,Stonepath,Stonepath Carbon,0,567.16,181.73,75.48,20.0,2.4076,3.774,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0203,Frostline,Frostline Venture,0,193.31,49.64,18.86,27.1,2.6324,0.6959,Slow,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0204,Deepfreeze,Deepfreeze Carbon,1,631.09,2016.83,749.89,600.89,2.6895,1.248,Slow,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0205,Iceform,Iceform Sport,8,112.1,2307.84,939.72,170.44,2.4559,5.5136,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0206,Stonepath,Stonepath LTD,0,480.82,160.7,107.06,20.0,1.501,5.3528,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0207,Rockline,Rockline Carbon,1,119.79,412.17,176.68,73.29,2.3328,2.4107,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0208,Frostline,Frostline Ridge,9,170.4,3853.71,1649.98,496.01,2.3356,3.3265,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0209,Iceform,Iceform Crest,0,516.08,523.35,269.73,98.4,1.9403,2.7411,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0210,Rockline,Rockline Lite,1,321.33,857.78,381.45,245.53,2.2488,1.5535,Moderate,False,True,0.2553,0.5637
Casual Apparel,CASUAL_APPAREL_0211,Iceform,Iceform X1,0,198.0,129.07,57.1,20.0,2.2605,2.8549,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0212,Iceform,Iceform MAX,0,621.21,250.68,143.38,45.63,1.7484,3.142,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0213,Frostline,Frostline Ascent,4,577.54,5598.81,2437.45,1069.29,2.297,2.2795,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0214,Iceform,Iceform Apex,24,86.56,4575.63,2102.02,333.44,2.1768,6.304,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0215,Rockline,Rockline Apex,170,19.09,6095.45,3263.36,1386.93,1.8678,2.3529,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0216,Rockline,Rockline Pro,1,516.52,1243.26,572.87,213.12,2.1702,2.688,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0217,Iceform,Iceform Tour,0,581.99,132.38,73.58,43.55,1.7991,1.6896,Moderate,True,True,0.23,0.368
Casual Apparel,CASUAL_APPAREL_0218,Iceform,Iceform Comp,0,530.24,974.43,427.46,50.21,2.2796,8.5141,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0219,Rockline,Rockline Base,0,505.86,705.41,321.95,91.63,2.1911,3.5136,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0220,Rockline,Rockline Ridge,0,379.3,768.57,276.91,106.85,2.7755,2.5915,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0221,Frostline,Frostline Signature,2,289.99,1466.41,608.42,213.96,2.4102,2.8436,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0222,Frostline,Frostline Enduro,0,294.23,267.7,144.71,21.53,1.85,6.7206,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0223,Deepfreeze,Deepfreeze Pro,4,525.99,4912.32,2236.42,709.88,2.1965,3.1504,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0224,Iceform,Iceform Xpedition,0,613.27,602.88,309.98,120.15,1.9449,2.58,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0225,Frostline,Frostline X1,5,287.19,2930.0,1675.48,550.14,1.7487,3.0456,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0226,Iceform,Iceform Signature,2,222.46,1100.0,496.25,223.54,2.2166,2.22,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0227,Rockline,Rockline Trail,10,154.99,3062.94,1660.48,521.84,1.8446,3.182,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0228,Stonepath,Stonepath Crest,1,232.47,774.53,380.48,37.82,2.0357,10.0604,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0229,Deepfreeze,Deepfreeze Enduro,0,338.56,466.13,211.89,45.7,2.1999,4.6362,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0230,Deepfreeze,Deepfreeze Sport,0,643.96,1129.4,629.06,244.4,1.7954,2.5739,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0231,Frostline,Frostline Series II,0,111.5,181.53,91.26,20.38,1.9892,4.4783,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0232,Iceform,Iceform Summit,0,304.59,173.63,65.36,20.0,2.6565,3.2679,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0233,Deepfreeze,Deepfreeze Pro,9,295.26,5838.41,2694.31,484.23,2.1669,5.5641,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0234,Rockline,Rockline Team,0,636.55,800.84,306.94,43.78,2.6091,7.0106,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0235,Iceform,Iceform Sport,9,484.35,9664.28,4757.87,824.73,2.0312,5.769,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0236,Rockline,Rockline Trail,0,189.58,106.06,71.82,20.0,1.4769,3.5908,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0237,Deepfreeze,Deepfreeze Venture,3,171.65,1236.03,551.2,142.87,2.2424,3.8582,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0238,Stonepath,Stonepath Lite,0,620.19,169.31,77.99,20.0,2.171,3.8994,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0239,Rockline,Rockline Tour,0,454.9,39.78,17.77,20.0,2.2379,0.8887,Slow,True,True,0.139,0.5402
Casual Apparel,CASUAL_APPAREL_0240,Rockline,Rockline Venture,1,608.86,1437.72,646.5,68.87,2.2238,9.3877,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0241,Frostline,Frostline Elite,0,451.71,292.77,144.31,27.38,2.0288,5.2704,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0242,Stonepath,Stonepath Origin,15,235.96,5582.32,3580.35,570.64,1.5592,6.2743,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0243,Stonepath,Stonepath Xpedition,0,579.14,52.71,33.32,20.0,1.5818,1.6661,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0244,Rockline,Rockline Foundation,0,530.29,711.35,343.62,100.95,2.0702,3.404,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0245,Iceform,Iceform Team,0,153.73,80.23,36.01,20.0,2.2283,1.8003,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0246,Deepfreeze,Deepfreeze Traverse,1,135.79,569.6,270.33,126.36,2.107,2.1394,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0247,Rockline,Rockline Pro,2,115.83,793.08,295.18,58.98,2.6868,5.0045,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0248,Rockline,Rockline Carbon,4,422.32,4155.68,1918.04,459.57,2.1666,4.1735,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0249,Stonepath,Stonepath Apex,1,331.37,764.16,414.55,125.97,1.8434,3.2908,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0250,Rockline,Rockline Sport,3,188.74,1449.37,695.02,370.21,2.0854,1.8774,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0251,Frostline,Frostline Summit,11,242.63,5886.13,2906.04,654.32,2.0255,4.4413,Fast,False,False,0.0,0.0
